age,education,hours-per-week,income,workclass_Public,workclass_Self-emp,marital-status_Single,race_Asian,race_Black,race_Hispanic,race_White,sex_Male
29,9,40,<=50K,False,False,False,False,False,False,True,False
18,9,20,<=50K,False,False,True,False,False,False,True,False
24,9,36,<=50K,False,False,False,False,False,False,True,False
38,10,40,<=50K,True,False,True,False,False,False,True,True
36,9,28,<=50K,False,False,True,False,True,False,False,False
34,9,50,<=50K,False,True,True,False,False,False,True,True
42,13,70,>50K,False,True,False,False,False,False,True,True
45,8,35,<=50K,False,True,True,False,True,False,False,True
21,11,40,<=50K,False,False,True,False,False,False,True,True
64,16,60,>50K,False,True,False,False,False,False,True,True
32,9,40,<=50K,False,False,True,False,True,False,False,True
45,13,40,>50K,False,False,True,False,False,False,True,True
53,3,40,<=50K,False,False,False,True,False,False,False,True
42,9,16,<=50K,False,False,False,False,False,False,True,True
32,9,40,<=50K,False,False,True,False,False,False,True,False
49,9,40,<=50K,False,False,False,False,False,False,True,True
62,3,24,<=50K,False,False,False,False,False,False,True,True
28,13,45,<=50K,False,False,False,False,False,False,True,True
32,9,35,<=50K,False,False,True,False,False,False,True,True
37,6,50,>50K,False,True,True,False,False,False,True,True
38,13,50,>50K,False,False,False,True,False,False,False,True
44,9,25,<=50K,True,False,True,False,False,False,True,True
19,9,40,<=50K,False,False,True,False,False,False,True,True
24,13,40,<=50K,False,False,True,False,False,False,True,False
58,9,50,>50K,False,False,False,False,False,False,True,True
56,13,40,<=50K,False,False,False,False,False,False,True,False
37,6,40,<=50K,False,False,True,False,False,False,True,False
43,10,40,<=50K,False,False,True,False,False,False,True,True
32,9,40,<=50K,False,False,False,False,False,False,True,True
34,13,40,<=50K,False,False,True,False,True,False,False,False
44,5,50,<=50K,False,False,True,False,False,False,True,False
28,9,40,<=50K,False,False,True,False,False,False,True,True
35,9,35,<=50K,False,False,True,False,False,False,True,False
38,9,40,<=50K,False,False,False,False,False,False,True,True
26,10,40,<=50K,False,False,True,False,False,False,True,False
20,7,60,<=50K,False,False,True,False,False,False,True,True
24,9,60,>50K,False,False,False,False,False,False,True,True
40,9,45,<=50K,False,False,True,False,False,False,True,True
23,9,40,<=50K,False,False,True,False,False,False,True,True
79,7,7,<=50K,True,False,False,False,False,False,True,True
44,6,42,<=50K,False,False,True,False,False,True,False,False
51,14,50,>50K,False,False,False,False,False,False,True,False
30,9,40,<=50K,False,False,False,False,False,False,True,True
52,12,48,>50K,False,False,False,False,False,False,True,True
41,13,40,>50K,False,False,False,False,False,False,True,True
33,3,40,<=50K,False,False,False,True,False,False,False,True
50,13,45,>50K,False,False,True,False,False,False,True,True
51,11,40,>50K,False,False,False,False,False,False,True,True
41,9,40,<=50K,False,False,True,False,False,False,True,True
35,13,30,>50K,False,False,False,False,False,False,True,False
34,10,40,>50K,False,False,False,False,False,False,True,True
28,13,45,<=50K,False,False,True,False,False,False,True,True
31,11,40,<=50K,False,True,True,False,False,False,True,True
22,9,40,<=50K,False,False,True,False,False,False,True,True
65,9,40,>50K,False,False,False,False,False,False,True,True
39,9,50,>50K,False,True,False,False,False,False,True,True
23,10,40,<=50K,False,False,True,False,False,False,True,True
29,12,50,<=50K,False,True,False,False,False,False,True,True
57,6,60,>50K,False,True,True,False,False,False,True,True
47,10,35,<=50K,False,False,False,False,False,False,True,False
38,9,60,<=50K,True,False,False,False,True,False,False,True
34,9,40,<=50K,False,False,False,False,True,False,False,True
52,9,60,>50K,False,False,False,False,False,False,True,True
29,9,40,>50K,False,False,False,False,False,False,True,True
29,9,40,<=50K,False,False,False,False,False,False,True,True
38,10,40,<=50K,True,False,False,False,False,False,True,True
21,10,40,<=50K,False,False,True,False,False,False,True,False
38,13,40,<=50K,False,False,False,False,False,False,True,False
55,9,50,>50K,False,True,False,False,False,False,True,True
61,13,30,<=50K,False,True,True,False,False,False,True,False
34,12,60,>50K,False,False,True,True,False,False,False,False
41,13,40,<=50K,False,False,False,False,False,False,True,True
27,11,43,<=50K,True,False,True,False,False,False,True,True
78,13,20,>50K,False,True,True,False,False,False,True,True
40,9,40,>50K,False,False,False,False,False,False,True,True
26,4,75,<=50K,False,True,False,False,False,False,True,True
43,9,60,<=50K,False,False,False,True,False,False,False,True
25,11,40,<=50K,False,False,False,False,False,False,True,True
26,10,48,<=50K,False,True,True,False,False,False,True,False
43,9,68,>50K,False,True,False,False,False,False,True,True
25,10,40,<=50K,False,False,True,False,False,False,True,True
22,10,30,<=50K,False,False,True,False,True,False,False,False
52,9,55,>50K,False,True,False,False,False,False,True,True
61,9,5,<=50K,False,False,False,False,False,False,True,False
42,13,40,<=50K,False,False,True,False,False,False,True,True
21,11,40,<=50K,False,False,True,False,False,False,True,False
44,9,40,<=50K,False,False,False,False,False,False,False,True
65,9,40,<=50K,False,False,False,False,False,False,True,True
33,12,40,<=50K,True,False,True,False,False,False,True,True
22,6,40,<=50K,False,False,True,False,False,False,True,False
43,9,24,<=50K,False,False,True,False,False,False,True,False
45,9,42,<=50K,False,True,True,False,False,False,True,True
42,9,42,<=50K,False,False,True,False,False,False,True,False
37,9,40,<=50K,False,False,False,False,False,True,False,True
56,5,40,<=50K,False,False,True,False,False,False,True,True
40,12,32,<=50K,False,False,True,False,True,False,False,False
31,13,55,<=50K,False,False,False,False,False,False,True,True
26,13,40,<=50K,False,False,False,False,False,False,True,True
26,13,40,<=50K,True,False,True,False,False,False,True,True
42,13,70,<=50K,False,True,False,False,False,False,True,True
45,9,40,<=50K,False,True,False,True,False,False,False,True
47,10,50,>50K,True,False,False,False,True,False,False,True
22,10,40,<=50K,False,False,False,False,False,False,True,True
33,13,40,<=50K,False,False,True,False,False,False,True,True
37,9,50,<=50K,False,False,True,False,True,False,False,True
48,9,98,<=50K,False,True,False,False,False,False,True,True
57,6,8,<=50K,False,True,False,False,False,False,True,True
47,10,60,<=50K,False,False,True,False,False,False,True,False
58,5,40,<=50K,True,False,False,False,False,False,True,True
55,7,40,<=50K,False,False,False,False,False,False,True,False
52,10,55,<=50K,False,False,False,False,False,False,True,True
29,13,40,<=50K,False,False,True,False,False,False,True,True
42,14,40,<=50K,False,False,True,False,False,False,True,False
23,9,60,<=50K,False,False,True,False,False,False,True,True
38,8,30,<=50K,False,False,True,False,False,False,True,False
46,11,60,<=50K,False,True,False,False,False,False,True,True
30,10,40,<=50K,False,False,True,False,False,False,True,True
43,13,70,>50K,False,True,False,False,False,False,True,False
25,10,30,<=50K,False,False,True,False,False,False,True,False
32,9,80,>50K,False,False,False,False,False,False,True,True
56,5,40,<=50K,False,False,False,False,True,False,False,True
33,9,43,<=50K,False,False,False,False,False,False,True,True
19,10,10,<=50K,True,False,True,False,False,False,True,True
20,10,18,<=50K,False,False,True,False,False,False,True,False
38,10,40,<=50K,False,False,False,False,False,False,True,True
34,5,40,<=50K,False,False,True,False,False,False,True,False
55,9,40,<=50K,False,True,False,False,False,False,True,True
55,5,23,<=50K,False,False,False,False,False,False,True,False
31,10,45,<=50K,False,False,True,False,False,False,True,True
30,9,40,<=50K,False,False,True,False,False,False,True,False
31,9,40,<=50K,False,False,True,False,False,False,True,True
51,9,40,<=50K,False,False,True,False,False,False,True,True
59,9,40,<=50K,False,False,False,False,False,False,True,True
58,9,36,<=50K,False,False,True,False,True,False,False,False
40,5,40,<=50K,False,False,False,False,False,False,True,True
54,9,40,<=50K,False,False,False,False,True,False,False,True
25,13,40,>50K,True,False,False,False,False,False,True,True
18,7,30,<=50K,False,True,True,False,False,False,True,True
41,10,40,<=50K,False,False,False,False,False,False,True,True
57,6,40,<=50K,False,False,False,False,False,False,True,False
37,9,40,>50K,False,False,False,False,False,False,True,True
46,9,24,<=50K,False,False,True,False,False,False,True,False
39,9,38,<=50K,False,False,True,False,False,False,True,False
19,9,40,<=50K,False,False,True,False,False,False,True,False
41,12,40,<=50K,False,False,False,False,False,False,True,True
54,9,41,<=50K,False,False,True,False,False,False,True,True
39,14,40,>50K,False,False,False,False,False,False,True,True
41,9,40,>50K,False,False,False,False,False,False,True,True
26,15,30,<=50K,False,False,True,False,False,False,True,False
57,9,50,<=50K,False,True,False,False,False,False,True,True
33,10,40,>50K,True,False,False,False,False,False,True,True
56,10,40,>50K,False,False,False,False,False,False,True,True
60,9,40,<=50K,False,False,False,False,False,False,True,True
22,9,70,<=50K,False,False,True,False,False,False,True,True
58,8,40,<=50K,False,False,False,False,False,False,True,True
48,14,50,>50K,True,False,False,False,False,False,True,False
45,14,55,>50K,True,False,False,False,False,False,True,True
18,9,40,<=50K,False,False,True,True,False,False,False,False
56,9,40,<=50K,False,False,False,False,False,False,True,False
48,9,60,>50K,False,True,False,False,False,False,True,True
40,13,48,<=50K,False,False,True,True,False,False,False,False
38,9,32,<=50K,False,False,True,False,False,False,True,True
58,10,40,<=50K,False,False,True,False,False,False,True,False
23,10,50,<=50K,False,False,True,False,False,False,True,True
63,10,40,<=50K,False,False,False,False,False,False,True,True
51,13,45,<=50K,False,False,True,False,False,False,True,True
44,9,70,<=50K,False,False,False,False,False,False,True,True
46,10,40,<=50K,True,False,True,False,False,False,True,True
64,13,40,<=50K,True,False,False,False,False,False,True,True
32,13,40,>50K,False,False,False,False,True,False,False,True
31,10,40,<=50K,False,False,False,False,False,False,True,True
36,11,50,>50K,False,False,False,False,False,False,True,True
21,9,50,<=50K,False,False,True,False,False,False,True,False
30,10,40,<=50K,False,False,False,False,False,False,True,True
31,11,40,<=50K,False,False,True,False,True,False,False,False
38,9,50,<=50K,False,False,False,False,False,False,True,True
59,5,40,<=50K,True,False,False,False,False,False,True,True
28,14,20,>50K,True,False,False,False,False,False,True,False
57,9,40,<=50K,False,False,True,False,False,False,True,False
44,9,45,<=50K,False,False,False,False,False,False,True,True
53,10,60,<=50K,False,True,True,False,False,False,True,True
58,10,60,>50K,False,True,False,False,False,False,True,True
19,10,20,<=50K,False,False,True,False,False,False,True,False
38,12,50,>50K,False,True,False,False,False,False,True,True
31,10,70,<=50K,False,True,False,True,False,False,False,False
27,9,40,<=50K,False,False,False,False,False,False,True,True
46,5,40,<=50K,True,False,True,False,True,False,False,False
37,14,40,<=50K,False,True,True,False,False,False,True,True
27,13,40,<=50K,False,False,True,False,True,False,False,False
33,10,55,<=50K,False,False,True,False,False,False,True,True
20,10,16,<=50K,False,False,True,False,False,False,True,True
55,9,45,<=50K,False,False,True,False,False,False,True,True
39,12,40,<=50K,False,False,True,False,False,False,True,False
41,9,40,<=50K,False,False,True,False,False,False,True,False
30,13,40,<=50K,False,False,True,False,False,False,True,False
39,13,40,<=50K,False,True,False,False,False,False,True,True
28,9,50,<=50K,False,False,True,False,False,False,True,False
25,10,24,<=50K,False,False,True,False,False,False,True,True
31,9,50,<=50K,False,False,False,False,False,False,True,True
51,9,60,<=50K,False,False,False,False,False,False,True,True
24,13,40,<=50K,False,False,True,False,False,False,True,True
70,9,32,<=50K,False,False,True,False,False,False,True,False
23,10,40,<=50K,False,False,True,False,False,False,True,True
61,9,40,<=50K,False,False,False,False,False,False,True,False
45,4,55,>50K,False,True,False,False,False,False,True,True
47,9,60,<=50K,False,False,False,False,False,False,True,True
56,10,50,<=50K,False,False,True,False,False,False,True,False
79,16,35,>50K,False,False,False,False,False,False,True,True
20,10,15,<=50K,False,False,True,False,False,False,True,False
30,9,40,<=50K,False,False,True,True,False,False,False,True
27,13,25,<=50K,False,False,False,False,False,False,True,True
40,13,40,>50K,False,False,False,False,False,False,True,True
58,9,40,>50K,False,False,False,False,False,False,True,True
71,15,2,<=50K,False,True,False,False,False,False,True,True
50,15,60,>50K,False,False,False,False,False,False,True,True
29,10,40,<=50K,True,False,True,False,False,False,True,True
33,6,35,<=50K,False,False,True,False,False,False,True,False
60,9,40,>50K,True,False,False,False,False,False,False,True
33,12,50,<=50K,False,False,True,False,False,False,True,True
43,13,35,>50K,False,False,False,False,False,False,True,False
33,6,40,<=50K,False,False,True,False,True,False,False,True
33,9,52,<=50K,False,False,False,False,False,False,True,False
32,9,45,<=50K,True,False,False,False,False,False,True,True
21,10,9,<=50K,False,False,True,False,False,False,True,False
38,9,40,<=50K,False,False,False,False,False,False,True,False
38,10,35,>50K,False,False,False,False,False,False,True,False
39,10,30,<=50K,True,False,True,False,True,False,False,False
17,7,15,<=50K,False,False,True,False,False,False,True,False
21,10,40,<=50K,False,False,False,False,False,False,True,True
42,10,20,>50K,False,False,False,False,False,False,True,True
42,9,40,>50K,False,False,False,False,False,False,True,False
38,7,40,<=50K,False,False,True,False,False,False,True,False
32,10,50,>50K,False,False,True,False,False,False,True,False
37,13,40,>50K,False,True,False,False,False,False,True,True
28,13,40,<=50K,False,False,True,False,False,False,True,True
37,11,40,<=50K,False,False,False,False,False,False,True,True
50,9,60,<=50K,False,False,True,False,False,True,False,False
49,7,40,<=50K,False,False,False,False,False,False,True,True
40,14,40,>50K,False,False,False,False,False,False,True,True
40,10,40,<=50K,False,False,False,False,False,False,True,True
49,10,40,<=50K,False,False,False,False,False,False,True,True
35,14,40,>50K,True,False,True,False,False,False,True,True
33,9,40,<=50K,True,False,True,False,False,False,True,True
24,9,40,<=50K,False,False,True,False,False,False,True,True
41,14,40,<=50K,False,False,True,False,False,False,True,False
43,10,40,>50K,False,False,False,False,True,False,False,True
36,9,60,>50K,False,True,False,False,False,False,True,True
84,13,20,<=50K,False,True,False,False,False,False,True,True
23,9,40,<=50K,False,False,True,False,False,False,True,True
41,13,50,>50K,False,False,False,False,False,False,True,True
55,9,45,>50K,False,True,False,False,False,False,True,True
30,10,45,<=50K,False,True,True,False,False,False,True,True
46,12,40,<=50K,False,False,False,True,False,False,False,True
55,10,40,>50K,False,False,False,False,False,False,True,True
34,10,40,<=50K,False,False,True,False,False,False,True,True
54,14,60,<=50K,False,True,True,False,False,False,True,True
27,10,40,<=50K,False,False,True,False,True,False,False,True
52,14,40,>50K,True,False,False,False,False,False,True,False
36,10,40,>50K,False,False,False,False,True,False,False,False
25,9,40,<=50K,False,True,True,False,False,False,True,True
52,13,55,>50K,False,False,False,False,False,False,True,True
24,9,50,<=50K,False,False,True,False,False,False,False,False
36,9,40,<=50K,False,False,True,False,True,False,False,False
31,9,40,<=50K,False,False,False,False,False,False,True,True
90,13,50,<=50K,False,True,False,False,False,False,True,True
67,14,60,>50K,False,False,False,False,False,False,True,True
22,4,40,<=50K,False,True,False,False,False,False,True,True
47,10,35,<=50K,False,False,True,False,False,False,True,False
32,13,55,>50K,False,False,False,False,False,False,True,True
55,4,50,<=50K,False,True,False,False,False,False,True,True
32,9,35,<=50K,False,False,True,False,False,False,True,False
48,10,40,<=50K,False,False,True,False,True,False,False,False
21,9,35,<=50K,False,False,False,False,False,True,False,True
33,12,40,<=50K,False,False,False,False,False,False,True,False
27,10,48,<=50K,False,False,True,False,False,False,True,False
47,11,40,<=50K,False,False,True,False,False,False,True,False
18,7,24,<=50K,False,False,True,False,False,False,True,False
44,9,60,>50K,False,True,False,False,False,False,True,True
23,10,37,<=50K,False,False,True,False,False,False,True,True
18,6,35,<=50K,False,False,True,False,False,False,True,False
56,9,50,<=50K,False,False,False,False,False,False,True,True
24,13,35,<=50K,False,False,True,False,False,False,True,True
43,13,40,>50K,False,False,False,False,False,False,True,True
23,13,60,<=50K,False,False,True,False,False,False,True,False
26,10,42,<=50K,False,False,True,False,False,False,True,True
42,9,40,<=50K,False,False,False,False,False,False,True,True
23,9,40,<=50K,False,False,True,False,False,False,True,False
53,6,40,<=50K,False,True,False,False,False,False,True,True
51,9,55,>50K,False,False,False,False,False,False,True,True
40,9,25,<=50K,False,False,True,False,False,False,True,True
27,13,50,<=50K,False,False,True,False,False,False,True,True
24,10,60,<=50K,True,False,True,False,False,False,True,True
42,9,40,<=50K,False,False,True,False,False,False,True,False
41,9,40,<=50K,False,False,True,False,False,False,True,False
23,10,10,<=50K,False,False,True,False,False,False,True,True
42,14,65,<=50K,False,True,False,False,False,False,True,True
38,9,40,>50K,False,False,False,False,False,False,True,True
63,4,30,<=50K,False,True,False,False,False,False,True,True
31,9,40,<=50K,False,False,False,False,False,False,True,True
18,7,4,<=50K,False,True,True,False,False,False,True,False
21,10,30,<=50K,False,False,True,False,False,False,True,True
24,13,40,<=50K,False,False,False,True,False,False,False,False
38,10,40,<=50K,False,False,False,False,False,False,True,True
20,5,20,<=50K,False,False,True,False,True,False,False,False
31,10,30,<=50K,False,False,True,False,False,False,True,False
23,10,20,<=50K,False,False,True,False,False,False,True,False
35,9,40,<=50K,False,False,False,False,False,False,True,True
51,10,60,<=50K,False,True,False,False,False,False,True,True
19,10,30,<=50K,False,False,True,False,False,False,True,False
38,9,56,<=50K,True,False,True,False,False,False,True,True
52,9,40,<=50K,True,False,False,False,False,False,True,True
70,15,25,<=50K,False,True,False,False,False,False,True,True
53,6,40,<=50K,False,False,True,False,False,False,True,True
59,16,40,>50K,False,False,False,False,False,False,True,True
39,10,43,<=50K,False,False,False,False,False,False,True,True
18,8,20,<=50K,False,False,True,False,False,False,True,False
24,10,40,<=50K,False,False,True,False,False,False,True,False
25,9,38,<=50K,False,False,True,False,False,False,True,False
32,10,40,<=50K,False,False,True,False,True,False,False,True
34,9,60,>50K,False,True,False,False,False,False,True,True
35,9,40,<=50K,False,False,True,False,False,False,True,False
50,9,45,>50K,False,False,False,False,False,False,True,True
18,9,20,<=50K,False,False,True,False,False,False,True,True
37,9,42,<=50K,False,False,True,False,False,False,True,True
30,10,36,<=50K,False,False,True,False,False,False,True,False
40,14,30,>50K,False,True,False,False,False,False,True,False
22,9,40,<=50K,False,False,True,False,False,False,True,False
50,10,28,<=50K,True,False,True,False,True,False,False,False
70,9,23,<=50K,False,False,True,False,False,False,True,False
43,14,40,>50K,False,False,False,False,False,False,True,True
77,10,40,<=50K,False,True,True,False,False,False,True,True
38,9,40,<=50K,False,True,False,False,False,False,True,True
33,10,39,<=50K,False,False,False,False,False,False,True,True
51,10,50,>50K,False,False,False,False,False,False,True,True
58,14,50,>50K,True,False,False,False,False,False,True,True
22,10,12,<=50K,False,False,True,False,False,False,True,True
33,9,40,<=50K,False,False,False,False,True,False,False,True
27,7,40,<=50K,False,False,False,False,False,False,True,True
35,10,60,<=50K,False,False,True,False,False,False,True,True
32,10,55,<=50K,False,False,True,False,False,False,True,False
41,13,25,>50K,False,False,False,False,False,False,True,False
37,10,40,<=50K,False,False,False,False,False,False,True,True
17,7,15,<=50K,False,False,True,False,False,False,True,True
50,13,55,>50K,False,False,True,False,False,False,True,True
54,9,38,<=50K,True,False,True,False,False,False,True,False
23,9,40,<=50K,True,False,True,False,True,False,False,True
40,13,20,<=50K,False,False,True,False,False,False,True,False
29,13,40,<=50K,False,False,False,False,False,False,True,True
38,9,35,<=50K,False,False,False,False,False,False,True,True
30,11,55,<=50K,False,False,False,False,False,False,True,True
20,10,8,<=50K,False,False,True,True,False,False,False,True
43,10,50,<=50K,False,True,False,False,False,False,True,True
25,10,25,<=50K,False,False,True,False,False,False,True,True
39,14,50,>50K,False,False,False,False,False,False,True,True
48,12,50,>50K,False,False,False,False,False,False,True,True
41,9,40,<=50K,False,True,True,False,False,False,True,False
24,13,30,<=50K,False,False,True,False,False,False,True,True
20,10,40,<=50K,False,False,True,False,False,False,True,True
25,10,40,<=50K,False,False,True,False,False,False,True,False
57,10,40,>50K,False,False,False,False,False,False,True,True
39,10,35,>50K,False,False,False,False,False,False,True,False
66,13,40,>50K,False,False,False,False,False,False,True,True
34,10,40,<=50K,False,False,True,False,False,False,True,False
36,13,40,>50K,False,False,True,False,False,False,True,True
46,9,40,<=50K,False,False,False,False,False,False,True,False
42,14,45,<=50K,True,False,True,False,False,False,True,False
46,9,70,>50K,False,False,False,False,False,False,True,True
34,9,40,<=50K,True,False,True,False,False,False,True,True
43,10,40,<=50K,False,False,False,False,True,False,False,False
42,10,40,<=50K,False,False,True,False,False,False,True,False
31,13,48,<=50K,False,False,True,False,False,False,True,True
32,10,40,<=50K,False,False,False,False,False,False,True,True
46,9,40,>50K,True,False,False,False,False,False,True,True
42,4,25,<=50K,False,True,True,False,False,False,True,True
21,11,40,<=50K,False,False,True,False,False,False,True,True
24,13,40,<=50K,False,False,True,False,False,False,True,False
23,9,55,<=50K,False,False,True,False,False,False,True,True
50,14,40,>50K,True,False,False,False,False,False,True,True
37,10,45,<=50K,False,False,True,False,False,False,True,False
44,12,40,>50K,True,False,False,False,False,False,True,True
29,9,40,<=50K,False,False,False,False,True,False,False,True
30,11,24,<=50K,False,False,False,False,False,False,True,False
36,10,44,<=50K,False,False,False,False,False,False,True,True
49,13,45,<=50K,False,True,True,False,False,False,True,True
29,9,40,<=50K,False,False,True,False,False,False,True,True
45,9,40,<=50K,True,False,True,False,True,False,False,False
75,16,20,>50K,True,False,False,False,True,False,False,True
42,9,40,<=50K,False,False,True,False,False,False,True,False
37,12,40,<=50K,False,False,True,False,False,False,True,False
51,13,25,<=50K,False,False,False,False,False,False,True,True
61,9,48,<=50K,True,False,False,False,False,False,True,True
33,12,55,<=50K,False,False,True,False,False,False,True,False
50,9,40,<=50K,True,False,False,False,True,False,False,True
59,9,40,<=50K,False,False,True,False,False,False,True,True
25,9,30,<=50K,False,False,True,False,False,False,True,False
22,9,16,<=50K,False,False,True,False,False,False,True,True
56,10,40,>50K,False,False,False,False,False,False,True,True
44,13,40,<=50K,False,False,True,False,True,False,False,False
35,11,50,<=50K,False,False,False,False,False,False,True,True
57,9,40,<=50K,False,False,True,False,False,False,True,True
47,9,50,>50K,False,True,False,False,False,False,True,True
27,13,40,<=50K,False,False,True,False,False,False,True,False
50,9,20,<=50K,False,True,False,False,False,False,True,True
30,13,40,<=50K,False,False,True,False,True,False,False,True
46,7,40,<=50K,False,False,False,False,True,False,False,True
48,15,60,>50K,False,True,False,False,False,False,True,True
61,13,40,>50K,False,False,True,False,False,False,True,True
33,9,87,<=50K,False,False,True,False,False,False,True,True
40,9,40,<=50K,False,False,False,False,True,False,False,True
58,10,65,>50K,False,True,False,False,False,False,True,True
46,14,50,>50K,False,True,False,False,False,False,True,True
35,10,40,>50K,False,False,False,False,False,False,True,True
51,10,50,<=50K,False,True,True,False,False,False,True,False
38,8,40,<=50K,False,False,True,False,False,False,True,False
64,14,60,<=50K,False,False,False,True,False,False,False,True
41,9,54,<=50K,False,False,True,False,False,False,True,True
18,7,30,<=50K,False,False,True,False,False,False,True,True
44,7,88,<=50K,False,True,False,False,False,False,True,True
41,13,48,>50K,True,False,False,False,False,False,False,False
33,10,40,>50K,True,False,True,False,False,False,True,True
37,5,16,<=50K,False,False,True,False,False,False,True,False
34,10,40,<=50K,False,False,True,False,False,False,True,False
24,13,40,<=50K,True,False,True,False,False,False,True,False
20,10,40,<=50K,False,False,True,False,False,False,True,True
38,13,40,<=50K,False,False,False,False,False,False,True,True
28,11,40,<=50K,False,False,True,False,False,False,True,False
20,9,45,<=50K,False,True,True,False,False,False,True,True
22,13,8,<=50K,True,False,True,False,False,False,True,True
55,13,73,<=50K,False,False,True,False,False,False,True,False
20,10,35,<=50K,False,False,True,False,False,False,True,True
26,13,40,<=50K,False,False,True,False,False,False,True,False
20,9,70,<=50K,False,True,True,False,False,False,True,True
40,5,40,<=50K,False,False,True,False,False,False,True,False
33,9,50,>50K,False,False,False,False,False,False,True,True
24,9,40,<=50K,False,False,True,False,False,False,True,False
25,10,46,<=50K,False,False,True,False,False,False,True,True
18,7,8,<=50K,False,False,True,False,False,False,True,True
38,9,60,<=50K,False,True,False,False,False,False,True,True
17,8,17,<=50K,False,False,True,False,False,False,True,True
34,11,45,<=50K,False,True,False,False,False,False,True,True
37,13,45,>50K,False,False,False,False,False,False,True,True
49,10,40,>50K,True,False,False,False,False,False,True,True
74,9,40,>50K,False,False,False,False,False,False,True,False
37,9,40,<=50K,False,False,True,False,False,False,True,True
20,7,40,<=50K,False,False,False,False,False,False,True,True
40,9,35,>50K,False,False,False,False,False,False,True,False
34,13,40,>50K,False,False,True,False,False,False,True,True
30,15,40,<=50K,False,False,False,False,True,False,False,True
44,9,40,<=50K,False,False,True,False,False,False,True,False
40,6,32,<=50K,False,False,False,False,True,False,False,False
58,9,40,<=50K,False,False,False,False,False,False,True,False
44,9,40,<=50K,False,False,False,False,False,False,True,True
42,10,25,>50K,False,False,False,False,False,False,True,True
39,9,18,<=50K,False,False,True,False,False,False,True,True
19,9,40,<=50K,False,False,True,False,True,False,False,True
41,14,70,>50K,False,False,False,False,False,False,True,True
29,14,40,<=50K,True,False,True,False,False,False,True,True
34,10,40,<=50K,True,False,True,False,False,False,True,True
27,1,24,<=50K,False,False,False,False,False,False,True,True
54,10,48,<=50K,False,False,True,False,False,False,True,False
40,9,37,<=50K,False,False,False,False,True,False,False,False
19,10,25,<=50K,False,False,True,False,False,False,True,False
17,7,10,<=50K,False,False,True,False,False,False,True,True
38,10,52,<=50K,False,False,False,False,False,False,True,True
80,4,24,<=50K,False,False,False,False,False,False,True,False
24,9,50,<=50K,False,True,True,False,False,False,True,True
28,13,40,<=50K,False,False,True,False,False,False,True,True
55,9,30,>50K,False,False,False,False,False,False,True,False
21,10,40,<=50K,False,False,True,False,False,False,True,True
51,9,38,<=50K,False,False,True,False,False,False,True,False
19,9,40,<=50K,False,False,True,False,True,False,False,False
42,9,24,<=50K,False,False,True,False,False,False,True,False
60,9,48,<=50K,False,True,False,False,False,False,True,True
51,9,40,<=50K,False,False,True,False,False,False,True,False
21,10,40,<=50K,False,False,True,False,False,False,True,False
37,10,40,<=50K,True,False,False,False,False,False,True,True
26,9,52,<=50K,False,False,True,False,False,False,True,True
42,14,60,>50K,True,False,True,False,False,False,True,False
40,10,40,<=50K,False,False,False,False,False,False,True,True
55,14,40,>50K,False,False,False,False,False,False,True,True
33,9,32,<=50K,False,False,True,False,True,False,False,True
62,9,60,>50K,False,False,False,False,False,False,True,True
47,6,30,<=50K,False,False,True,False,False,False,True,False
26,8,51,<=50K,False,False,True,False,True,False,False,True
59,9,20,<=50K,False,False,False,False,False,False,True,False
70,10,17,<=50K,True,False,False,False,False,False,True,False
26,10,20,<=50K,False,False,True,False,False,False,True,False
47,6,65,<=50K,False,False,False,False,False,False,True,True
25,14,43,<=50K,False,False,True,False,False,False,True,False
52,15,60,>50K,False,True,False,False,False,False,True,True
46,9,40,<=50K,False,False,False,False,False,False,True,True
67,6,20,<=50K,False,False,False,False,False,False,False,True
34,14,50,>50K,False,False,False,False,False,False,True,True
53,10,40,<=50K,True,False,True,False,False,False,True,False
22,13,35,<=50K,False,False,True,False,False,False,True,False
39,9,42,<=50K,True,False,True,False,False,False,True,True
54,9,35,<=50K,False,True,False,False,False,False,True,True
24,13,40,<=50K,False,False,False,False,False,False,True,True
37,9,38,<=50K,False,False,True,False,False,False,True,False
38,6,90,>50K,False,False,True,False,False,False,True,True
41,14,40,<=50K,True,False,True,False,True,False,False,False
36,9,33,<=50K,False,False,False,False,False,False,True,True
38,11,40,>50K,False,False,False,False,False,False,True,True
39,13,40,<=50K,False,False,True,False,False,False,True,True
26,13,45,<=50K,False,False,True,False,False,False,True,True
49,14,40,<=50K,True,False,True,False,False,False,True,False
37,13,55,>50K,False,True,False,False,False,False,True,True
43,10,50,>50K,False,False,False,False,False,False,True,True
54,9,40,>50K,True,False,False,False,False,False,True,True
53,3,40,>50K,False,True,False,False,False,False,True,True
57,14,60,<=50K,True,False,False,False,False,False,True,True
28,13,40,>50K,False,False,False,False,False,False,True,True
29,13,40,<=50K,False,False,False,False,False,False,True,True
21,9,40,<=50K,False,False,True,False,False,False,True,True
51,9,40,<=50K,False,False,False,False,False,False,True,True
46,9,40,<=50K,True,False,False,False,False,False,True,True
50,15,75,>50K,False,True,False,False,False,False,True,True
50,9,48,<=50K,False,True,False,True,False,False,False,False
36,9,40,<=50K,False,False,True,False,False,False,True,False
31,13,40,<=50K,True,False,False,False,False,False,True,True
